Age,Attrition,BusinessTravel_FK,DailyRate,Department_FK,DistanceFromHome,Education,EducationField_FK,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender_FK,HourlyRate,JobInvolvement,JobLevel,JobRole_FK,JobSatisfaction,MaritalStatus_FK,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumberProjects,WorkAccident
48,No,1000,1262,2001,1,4,3003,1,1116,1,4001,35,4,4,5003,4,6002,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,5,0
45,No,1000,1050,2002,9,4,3001,1,1117,2,4000,65,2,2,5007,3,6001,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,4,0
52,No,1002,994,2001,7,4,3001,1,1118,2,4001,87,3,3,5000,2,6002,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,2,0
38,No,1002,770,2002,10,4,3002,1,1119,3,4001,73,2,3,5007,3,6000,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,5,0
29,No,1002,1107,2001,28,4,3001,1,1120,3,4000,93,3,1,5006,4,6000,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,4,0
28,No,1002,950,2001,3,3,3003,1,1121,4,4000,93,3,3,5004,2,6000,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,7,0
46,No,1002,406,2002,3,1,3002,1,1124,1,4001,52,3,4,5003,3,6001,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,5,0
38,No,1002,130,2002,2,2,3002,1,1125,4,4001,32,3,3,5007,2,6002,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,7,0
43,No,1001,1082,2001,27,3,3001,1,1126,3,4000,83,3,3,5004,1,6001,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,2,0
39,Yes,1001,203,2001,2,3,3001,1,1127,1,4001,84,3,4,5000,4,6000,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,6,0
40,No,1002,1308,2001,14,3,3003,1,1128,3,4001,44,2,5,5005,3,6002,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,7,1
21,No,1002,984,2001,1,1,3005,1,1131,4,4000,70,2,1,5006,2,6002,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,4,1
39,No,1000,439,2001,9,3,3001,1,1132,3,4001,70,3,2,5002,2,6002,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,5,0
36,No,1000,217,2001,18,4,3001,1,1133,1,4001,78,3,2,5004,4,6002,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,6,0
31,No,1001,793,2002,20,3,3001,1,1135,3,4001,67,4,1,5008,4,6001,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,3,0
28,No,1002,1451,2001,2,1,3001,1,1136,1,4001,67,2,1,5006,2,6001,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,2,0
35,No,1001,1182,2002,11,2,3002,1,1137,4,4001,54,3,2,5007,4,6000,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,7,0
49,No,1002,174,2002,8,4,3005,1,1138,4,4001,56,2,4,5007,2,6001,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,5,0
34,No,1001,1003,2001,2,2,3001,1,1140,4,4001,95,3,2,5004,3,6002,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,2,0
29,No,1001,490,2001,10,3,3001,1,1143,4,4000,61,3,1,5006,2,6000,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,2,0
42,No,1002,188,2001,29,3,3003,1,1148,2,4001,56,1,2,5002,4,6002,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,2,0
29,No,1002,718,2001,8,1,3003,1,1150,2,4001,79,2,2,5004,4,6001,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,6,0
38,No,1002,433,2000,1,3,3000,1,1152,3,4001,37,4,1,5001,3,6001,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,6,0
28,No,1001,773,2001,6,3,3001,1,1154,3,4001,39,2,1,5006,3,6000,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,6,0
18,Yes,1000,247,2001,8,1,3003,1,1156,3,4001,80,3,1,5002,3,6002,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,2,0
33,Yes,1002,603,2002,9,4,3002,1,1157,1,4000,77,3,2,5007,1,6002,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,2,0
41,No,1002,167,2001,12,4,3001,1,1158,2,4001,46,3,1,5002,4,6001,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,4,0
31,Yes,1001,874,2001,15,3,3003,1,1160,3,4001,72,3,1,5002,3,6001,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,5,0
37,No,1002,367,2001,25,2,3003,1,1161,3,4000,52,2,2,5000,4,6000,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,2,0
27,No,1002,199,2001,6,3,3001,1,1162,4,4001,55,2,1,5006,3,6001,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,5,0
34,No,1002,1400,2002,9,1,3001,1,1163,2,4000,70,3,2,5007,3,6001,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,4,0
35,No,1002,528,2000,8,4,3005,1,1164,3,4001,100,3,1,5001,3,6002,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,6,1
29,Yes,1002,408,2002,23,1,3001,1,1165,4,4000,45,2,3,5007,1,6001,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,2,0
40,No,1001,593,2001,9,4,3003,1,1166,2,4000,88,3,3,5005,3,6002,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,6,0
42,Yes,1001,481,2002,12,3,3001,1,1167,3,4001,44,3,4,5007,1,6002,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,5,0
42,No,1002,647,2002,4,4,3002,1,1171,2,4001,45,3,2,5007,1,6002,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,2,0
35,No,1002,982,2001,1,4,3003,1,1172,4,4001,58,2,1,5002,3,6001,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,2,0
24,No,1002,477,2001,24,3,3003,1,1173,4,4001,49,3,1,5002,2,6002,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,6,0
28,Yes,1002,1485,2001,12,1,3001,1,1175,3,4000,79,3,1,5002,4,6001,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,6,0
26,No,1002,1384,2001,3,4,3003,1,1177,1,4001,82,4,1,5002,4,6001,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,7,0
30,No,1002,852,2002,10,3,3002,1,1179,3,4001,72,2,2,5007,3,6001,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,2,0
40,No,1001,902,2001,26,2,3003,1,1180,3,4000,92,2,2,5006,4,6001,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,2,0
35,No,1002,819,2001,2,3,3001,1,1182,3,4001,44,2,3,5004,2,6000,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,6,0
34,No,1001,669,2001,1,3,3003,1,1184,4,4001,97,2,2,5000,1,6002,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,5,0
35,No,1001,636,2001,4,4,3004,1,1185,4,4001,47,2,1,5002,4,6001,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,6,1
43,Yes,1002,1372,2002,9,3,3002,1,1188,1,4000,85,1,2,5007,3,6002,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,6,0
32,No,1000,862,2002,2,1,3001,1,1190,3,4000,76,3,1,5008,1,6000,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,2,0
56,No,1002,718,2001,4,4,3005,1,1191,4,4000,92,3,5,5003,1,6000,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,2,0
29,No,1002,1401,2001,6,1,3003,1,1192,2,4000,54,3,1,5002,4,6001,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,5,0
19,No,1002,645,2001,9,2,3001,1,1193,3,4001,54,3,1,5006,1,6002,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,2,0
45,No,1002,1457,2001,7,3,3003,1,1195,1,4000,83,3,1,5006,3,6001,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,5,0
37,No,1002,977,2001,1,3,3001,1,1196,4,4000,56,2,2,5004,4,6001,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,2,0
20,No,1002,805,2001,3,3,3001,1,1198,1,4001,87,2,1,5002,3,6002,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,6,0
44,Yes,1002,1097,2001,10,4,3001,1,1200,3,4001,96,3,1,5006,3,6002,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,6,0
53,No,1002,1223,2001,7,2,3003,1,1201,4,4000,50,3,5,5003,3,6000,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7,4,0
29,No,1002,942,2001,15,1,3001,1,1202,2,4000,69,1,1,5006,4,6001,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,6,0
22,Yes,1001,1256,2001,3,4,3001,1,1203,3,4001,48,2,1,5006,4,6001,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,4,0
46,No,1002,1402,2002,2,3,3002,1,1204,3,4000,69,3,4,5003,1,6001,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,2,0
44,No,1000,111,2001,17,3,3001,1,1206,4,4001,74,1,1,5006,3,6002,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,2,0
33,No,1002,147,2000,2,3,3000,1,1207,2,4001,99,3,1,5001,3,6001,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,2,0
41,Yes,1000,906,2001,5,2,3001,1,1210,1,4001,95,2,1,5006,1,6000,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,6,0
30,No,1002,1329,2002,29,4,3001,1,1211,3,4001,61,3,2,5007,1,6000,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,5,0
40,No,1001,1184,2002,2,4,3003,1,1212,2,4001,62,3,2,5007,2,6001,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,2,0
50,No,1001,1421,2001,2,3,3003,1,1215,4,4000,30,3,4,5003,1,6001,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,2,0
28,No,1002,1179,2001,19,4,3003,1,1216,4,4001,78,2,1,5002,1,6001,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,4,0
46,No,1002,1450,2001,15,2,3001,1,1217,4,4001,52,3,5,5005,2,6001,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,2,1
35,No,1002,1361,2002,17,4,3001,1,1218,3,4001,94,3,2,5007,1,6001,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,2,0
24,Yes,1002,984,2001,17,2,3001,1,1219,4,4000,97,3,1,5002,2,6001,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,4,0
33,No,1001,1146,2002,25,3,3003,1,1220,2,4000,82,3,2,5007,3,6001,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,5,0
36,No,1002,917,2001,6,4,3001,1,1221,3,4001,60,1,1,5002,3,6000,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,5,0
30,No,1002,853,2001,7,4,3001,1,1224,3,4001,49,3,2,5002,3,6000,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,7,0
44,No,1002,200,2001,29,4,3004,1,1225,4,4001,32,3,2,5006,4,6002,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,6,0
20,No,1002,654,2002,21,3,3002,1,1226,3,4001,43,4,1,5008,4,6002,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,5,0
46,No,1002,150,2001,2,4,3005,1,1228,4,4001,60,3,2,5004,4,6000,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,6,0
42,No,1000,179,2000,2,5,3003,1,1231,4,4001,79,4,2,5001,1,6001,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,2,0
60,No,1002,696,2002,7,4,3002,1,1233,2,4001,52,4,2,5007,4,6000,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,5,0
32,No,1001,116,2001,13,3,3004,1,1234,3,4000,77,2,1,5002,2,6001,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,3,0
32,No,1001,1316,2001,2,2,3001,1,1235,4,4000,38,3,2,5006,3,6002,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,5,0
36,No,1002,363,2001,1,3,3005,1,1237,3,4000,77,1,3,5004,1,6000,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,6,0
33,No,1002,117,2001,9,3,3003,1,1238,1,4001,60,3,1,5006,4,6001,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,2,0
40,No,1002,107,2002,10,3,3005,1,1239,2,4000,84,2,2,5007,2,6000,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,2,0
25,No,1002,1356,2002,10,4,3001,1,1240,3,4001,57,3,2,5007,4,6002,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,5,0
30,No,1002,1465,2001,1,3,3003,1,1241,4,4001,63,3,1,5006,2,6001,3579,9369,0,Y,Yes,21,4,1,80,1,12,2,3,11,9,5,7,2,0
42,No,1001,458,2001,26,5,3003,1,1242,1,4000,60,3,3,5005,1,6001,13191,23281,3,Y,Yes,17,3,3,80,0,20,6,3,1,0,0,0,2,0
35,No,1000,1212,2002,8,2,3002,1,1243,3,4000,78,2,3,5007,4,6001,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,6,0
27,No,1002,1103,2001,14,3,3001,1,1244,1,4001,42,3,1,5006,1,6001,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,6,0
54,No,1001,966,2001,1,4,3001,1,1245,4,4000,53,3,3,5004,3,6000,10502,9659,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4,2,1
44,No,1002,1117,2001,2,1,3001,1,1246,1,4000,72,4,1,5006,4,6001,2011,19982,1,Y,No,13,3,4,80,1,10,5,3,10,5,7,7,5,0
19,Yes,1000,504,2001,10,3,3003,1,1248,1,4000,96,2,1,5006,2,6002,1859,6148,1,Y,Yes,25,4,2,80,0,1,2,4,1,1,0,0,4,0
29,No,1002,1010,2001,1,3,3001,1,1249,1,4000,97,3,1,5006,4,6000,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,5,0
54,No,1002,685,2001,3,3,3001,1,1250,4,4001,85,3,4,5005,4,6001,17779,23474,3,Y,No,14,3,1,80,0,36,2,3,10,9,0,9,5,0
31,No,1002,1332,2001,11,2,3003,1,1251,3,4001,80,3,2,5000,1,6001,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,6,0
31,No,1002,1062,2001,24,3,3003,1,1252,3,4000,96,2,2,5000,1,6002,6812,17198,1,Y,No,19,3,2,80,0,10,2,3,10,9,1,8,2,0
59,No,1002,326,2002,3,3,3001,1,1254,3,4000,48,2,2,5007,4,6002,5171,16490,5,Y,No,17,3,4,80,0,13,2,3,6,1,0,5,3,1
43,No,1002,920,2001,3,3,3001,1,1255,3,4001,96,1,5,5005,4,6001,19740,18625,3,Y,No,14,3,2,80,1,25,2,3,8,7,0,7,7,0
49,No,1002,1098,2001,4,2,3003,1,1256,1,4001,85,2,5,5003,3,6001,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,5,0
36,No,1001,469,2001,3,3,3005,1,1257,3,4001,46,3,1,5006,2,6001,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,5,0
48,No,1002,969,2001,2,2,3005,1,1258,4,4001,76,4,1,5002,2,6002,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,2,0
27,No,1002,1167,2001,4,2,3001,1,1259,1,4001,76,3,1,5006,3,6000,2517,3208,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3,2,0
29,No,1002,1329,2001,7,3,3001,1,1260,3,4001,82,3,2,5000,4,6000,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,2,0
48,No,1002,715,2001,1,3,3001,1,1263,4,4001,76,2,5,5005,4,6002,18265,8733,6,Y,No,12,3,3,80,0,25,3,4,1,0,0,0,2,0
29,No,1002,694,2001,1,3,3001,1,1264,4,4000,87,2,4,5005,4,6000,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,5,0
34,No,1002,1320,2001,20,3,3005,1,1265,3,4000,89,4,1,5006,3,6001,2585,21643,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0,7,0
44,No,1002,1099,2002,5,3,3002,1,1267,2,4001,88,3,5,5003,2,6001,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,6,0
33,No,1002,536,2002,10,5,3002,1,1268,4,4001,82,4,3,5007,3,6000,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,5,0
19,No,1002,265,2001,25,3,3001,1,1269,2,4000,57,4,1,5006,4,6002,2994,21221,1,Y,Yes,12,3,4,80,0,1,2,3,1,0,0,1,5,0
23,No,1002,373,2001,1,2,3001,1,1270,4,4001,47,3,1,5006,3,6001,1223,16901,1,Y,No,22,4,4,80,1,1,2,3,1,0,0,1,4,0
25,Yes,1001,599,2002,24,1,3001,1,1273,3,4001,73,1,1,5008,4,6002,1118,8040,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0,2,0
26,No,1002,583,2001,4,2,3001,1,1275,3,4001,53,3,1,5006,4,6002,2875,9973,1,Y,Yes,20,4,2,80,0,8,2,2,8,5,2,2,4,0
45,Yes,1002,1449,2002,2,3,3002,1,1277,1,4000,94,1,5,5003,2,6002,18824,2493,2,Y,Yes,16,3,1,80,0,26,2,3,24,10,1,11,2,1
55,No,1000,177,2001,8,1,3003,1,1278,4,4001,37,2,4,5000,2,6000,13577,25592,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0,5,0
21,Yes,1001,251,2001,10,2,3001,1,1279,1,4000,45,2,1,5002,3,6002,2625,25308,1,Y,No,20,4,3,80,0,2,2,1,2,2,2,2,3,0
46,No,1002,168,2002,4,2,3002,1,1280,4,4000,33,2,5,5003,2,6001,18789,9946,2,Y,No,14,3,3,80,1,26,2,3,11,4,0,8,6,1
34,No,1002,131,2002,2,3,3002,1,1281,3,4000,86,3,2,5007,1,6002,4538,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,2,0
51,No,1001,237,2002,9,3,3001,1,1282,4,4001,83,3,5,5003,2,6000,19847,19196,4,Y,Yes,24,4,1,80,1,31,5,2,29,10,11,10,6,0
59,No,1002,1429,2001,18,4,3003,1,1283,4,4001,67,3,3,5004,4,6002,10512,20002,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4,4,0
34,No,1001,135,2001,19,3,3003,1,1285,3,4000,46,3,2,5002,2,6000,4444,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,2,0
28,No,1001,791,2001,1,4,3003,1,1286,4,4001,44,3,1,5002,3,6002,2154,6842,0,Y,Yes,11,3,3,80,0,5,2,2,4,2,0,2,2,0
44,No,1002,1199,2001,4,2,3001,1,1288,3,4001,92,4,5,5003,1,6000,19190,17477,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13,2,0
34,No,1001,648,2000,11,3,3001,1,1289,3,4001,56,2,2,5001,2,6001,4490,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8,2,0
35,No,1002,735,2001,6,1,3001,1,1291,3,4001,66,3,1,5006,3,6001,3506,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2,2,0
42,No,1002,603,2001,7,4,3003,1,1292,2,4000,78,4,2,5006,2,6001,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,7,0
43,No,1002,531,2002,4,4,3002,1,1293,4,4000,56,2,3,5007,4,6002,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,4,0
36,No,1002,429,2001,2,4,3001,1,1294,3,4000,53,3,2,5004,2,6002,5410,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12,2,0
44,Yes,1002,621,2001,15,3,3003,1,1295,1,4000,73,3,3,5000,4,6001,7978,14075,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,5,5,0
28,No,1001,193,2001,2,3,3001,1,1296,4,4001,52,2,1,5002,4,6001,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,4,0
51,No,1001,968,2001,6,2,3003,1,1297,2,4000,40,2,1,5002,3,6002,2838,4257,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7,5,0
30,No,1000,879,2001,9,2,3003,1,1298,3,4000,72,3,2,5004,3,6002,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,5,0
29,Yes,1002,806,2001,7,3,3005,1,1299,2,4000,39,3,1,5002,3,6000,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,2,0
28,No,1002,640,2001,1,3,3005,1,1301,4,4001,84,3,1,5006,1,6002,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2,6,1
25,No,1002,266,2001,1,3,3003,1,1303,4,4000,40,3,1,5006,2,6002,2096,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,6,0
32,No,1002,604,2002,8,3,3003,1,1304,3,4001,56,4,2,5007,4,6001,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,2,0
45,No,1001,364,2001,25,3,3003,1,1306,2,4000,83,3,5,5003,2,6002,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0,7,0
39,No,1002,412,2001,13,4,3003,1,1307,3,4000,94,2,4,5003,2,6000,17123,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2,6,0
58,No,1002,848,2001,23,4,3001,1,1308,1,4001,88,3,1,5006,3,6000,2372,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2,6,0
32,Yes,1002,1089,2001,7,2,3001,1,1309,4,4001,79,3,2,5002,3,6001,4883,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1,2,0
39,Yes,1002,360,2001,23,3,3003,1,1310,3,4001,93,3,1,5006,1,6002,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,4,0
30,No,1002,1138,2001,6,3,3005,1,1311,1,4000,48,2,2,5002,4,6001,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,2,0
36,No,1002,325,2001,10,4,3005,1,1312,4,4000,63,3,3,5000,3,6001,7094,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7,6,0
46,No,1002,991,2000,1,2,3001,1,1314,4,4000,44,3,1,5001,1,6002,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,5,0
28,No,1000,1476,2001,1,3,3001,1,1315,3,4000,55,1,2,5002,4,6001,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,7,0
50,No,1002,1322,2001,28,3,3001,1,1317,4,4000,43,3,4,5005,1,6001,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,5,0
40,Yes,1002,299,2002,25,4,3002,1,1318,4,4001,57,2,3,5007,2,6002,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,2,0
52,Yes,1002,1030,2002,5,3,3001,1,1319,2,4001,64,3,3,5007,2,6002,8446,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,2,0
30,No,1002,634,2001,17,4,3003,1,1321,2,4000,95,3,3,5003,1,6001,11916,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,4,0
39,No,1002,524,2001,18,2,3001,1,1322,1,4001,32,3,2,5004,3,6002,4534,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,6,0
31,No,1000,587,2002,2,4,3001,1,1324,4,4000,57,3,3,5007,3,6000,9852,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6,7,0
41,No,1000,256,2002,10,2,3003,1,1329,3,4001,40,1,2,5007,2,6002,6151,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9,2,0
31,Yes,1001,1060,2002,1,3,3001,1,1331,4,4000,54,3,1,5008,2,6002,2302,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2,6,0
44,Yes,1002,935,2001,3,3,3001,1,1333,1,4001,89,3,1,5002,1,6001,2362,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,4,0
42,No,1000,495,2001,2,1,3001,1,1334,3,4001,37,3,4,5003,3,6001,17861,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10,2,0
55,No,1002,282,2001,2,2,3003,1,1336,4,4000,58,1,5,5003,3,6001,19187,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11,6,1
56,No,1002,206,2000,8,4,3001,1,1338,4,4001,99,3,5,5003,2,6002,19717,4022,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7,2,1
40,No,1000,458,2001,16,2,3001,1,1340,3,4001,74,3,1,5006,3,6000,3544,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0,2,0
34,No,1002,943,2001,9,3,3001,1,1344,4,4001,86,3,3,5000,4,6000,8500,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6,2,0
40,No,1002,523,2001,2,3,3001,1,1346,3,4001,98,3,2,5006,4,6002,4661,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8,7,0
41,No,1001,1018,2002,1,3,3002,1,1349,3,4000,66,3,2,5007,1,6000,4103,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7,2,0
35,No,1001,482,2001,4,4,3001,1,1350,3,4001,87,3,2,5006,3,6002,4249,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1,5,1
51,No,1002,770,2000,5,3,3001,1,1352,3,4001,84,3,4,5003,2,6000,14026,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10,2,0
38,No,1002,1009,2002,2,2,3001,1,1355,2,4000,31,3,2,5007,1,6000,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,2,0
